"ndc","doseFormRxcui","doseFormName","activeIngredientRxcui","activeIngredientName","numeratorUnit","numeratorValue","denominatorUnit","denominatorValue"
"173010793","1649574","Injection","11413","zidovudine","MG","10.0","ML","1.0"
"60432053760","316969","Oral Suspension","7597","nystatin","UNT","100000.0","ML","1.0"
"16864068002","346165","Topical Spray","1399","benzocaine","MG","200.0","ML","1.0"
"781320795","1649574","Injection","203172","ceftriaxone sodium","MG","500.0","EACH","1.0"
"9454101","317541","Oral Tablet","221174","tolterodine tartrate","MG","1.0","EACH","1.0"
"76310002425","1649574","Injection","57529","foscarnet sodium","MG","24.0","ML","1.0"
"60505076005","1649574","Injection","203118","cefoxitin sodium","MG","2000.0","EACH","1.0"
"6003121","317541","Oral Tablet","203152","alendronate sodium","MG","70.0","EACH","1.0"
"64100133","346165","Topical Spray","11002","urea","MG","100.0","ML","1.0"
"54868277600","316969","Oral Suspension","8183","phenytoin","MG","25.0","ML","1.0"
"67877025180","316982","Topical Cream","10761","triamcinolone acetonide","MG","1.0","ML","1.0"
"54353244","316968","Oral Solution","6470","lorazepam","MG","2.0","ML","1.0"
"338081104","316949","Injectable Solution","56489","sodium lactate","MG","3.1","ML","1.0"
"50458030811","1649574","Injection","35636","risperidone","MG","50.0","EACH","1.0"
"4110150","317541","Oral Tablet","194000","capecitabine","MG","500.0","EACH","1.0"
"904667104","317541","Oral Tablet","221161","sildenafil citrate","MG","20.0","EACH","1.0"
"409230801","1649574","Injection","203128","midazolam hydrochloride","MG","5.0","ML","1.0"
"52959013003","316969","Oral Suspension","733","ampicillin","MG","50.0","ML","1.0"
"904550261","317541","Oral Tablet","203123","enalapril maleate","MG","5.0","EACH","1.0"
"9307303","316950","Injectable Suspension","155323","methylprednisolone acetate","MG","40.0","ML","1.0"
"37000074092","316989","Oral Wafer","8928","psyllium","MG","2500.0","EACH","1.0"
"998020215","7670","Ophthalmic Solution","235426","pilocarpine hydrochloride","MG","5.0","ML","1.0"
"173075600","316945","Extended Release Oral Tablet","28439","lamotrigine","MG","100.0","EACH","1.0"
"597003334","316987","Transdermal System","2599","clonidine","MG","0.0125","HR","1.0"
"51224016212","316986","Topical Solution","17621","aluminum sulfate","MG","8.42","ML","1.0"
"59676056201","317541","Oral Tablet","644682","darunavir ethanolate","MG","600.0","EACH","1.0"
"67877054588","316969","Oral Suspension","2231","cephalexin","MG","50.0","ML","1.0"
"169720101","1649574","Injection","253149","eptacog alfa activated","MG","0.001","EACH","1.0"
"436067216","316986","Topical Solution","9881","sodium hypochlorite","MG","1.25","ML","1.0"
"68084091231","316965","Oral Capsule","7426","nimodipine","MG","30.0","EACH","1.0"
"69315090401","317541","Oral Tablet","6470","lorazepam","MG","0.5","EACH","1.0"
"51079045820","317541","Oral Tablet","203144","pravastatin sodium","MG","20.0","EACH","1.0"
"72810015","316982","Topical Cream","27199","hydrocortisone valerate","MG","2.0","ML","1.0"
"13533063504","1649574","Injection","1426680","immunoglobulin G, human","MG","180.0","ML","1.0"
"59212000201","316965","Oral Capsule","10763","triamterene","MG","50.0","EACH","1.0"
"168005760","316983","Topical Lotion","19254","betamethasone dipropionate","MG","0.5","ML","1.0"
"9513503","317541","Oral Tablet","190376","linezolid","MG","600.0","EACH","1.0"
"45802071708","2107950","Vaginal Insert","37806","terconazole","MG","80.0","EACH","1.0"
"75291201","721656","Prefilled Syringe","221095","enoxaparin sodium","MG","150.0","ML","1.0"
"63304055201","317541","Oral Tablet","2607","clorazepate dipotassium","MG","3.75","EACH","1.0"
"67457058304","721656","Prefilled Syringe","322154","fondaparinux sodium","MG","12.5","ML","1.0"
"47781059791","1649574","Injection","66955","vancomycin hydrochloride","MG","1000.0","EACH","1.0"
"60267060066","1649574","Injection","33656","physostigmine salicylate","MG","1.0","ML","1.0"
"143148401","317541","Oral Tablet","8691","primidone","MG","250.0","EACH","1.0"
"591223410","316965","Oral Capsule","142446","tetracycline hydrochloride","MG","250.0","EACH","1.0"
"378616001","316943","Extended Release Oral Capsule","82084","propranolol hydrochloride","MG","60.0","EACH","1.0"
"10019014501","1649574","Injection","82084","propranolol hydrochloride","MG","1.0","ML","1.0"
"54006258","316968","Oral Solution","221078","citalopram hydrobromide","MG","2.0","ML","1.0"
"67386080202","317541","Oral Tablet","6758","mephobarbital","MG","50.0","EACH","1.0"
"555099702","317541","Oral Tablet","165516","fludrocortisone acetate","MG","0.1","EACH","1.0"
"51079046020","317541","Oral Tablet","35636","risperidone","MG","0.25","EACH","1.0"
"4001823","317541","Oral Tablet","97","ticlopidine hydrochloride","MG","250.0","EACH","1.0"
"703680104","1649574","Injection","1000112","medroxyprogesterone acetate","MG","150.0","ML","1.0"
"409230517","1649574","Injection","203128","midazolam hydrochloride","MG","1.0","ML","1.0"
"55111014330","317541","Oral Tablet","4450","fluconazole","MG","50.0","EACH","1.0"
"69238149101","317541","Oral Tablet","1808","bumetanide","MG","2.0","EACH","1.0"
"75062161","721656","Prefilled Syringe","221095","enoxaparin sodium","MG","100.0","ML","1.0"
"10019002902","1649574","Injection","28200","ketorolac tromethamine","MG","15.0","ML","1.0"
"44567070725","1649574","Injection","203171","cefazolin sodium","MG","1000.0","EACH","1.0"
"115132801","316943","Extended Release Oral Capsule","221088","dextroamphetamine saccharate","MG","1.25","EACH","1.0"
"60505074905","1649574","Injection","203171","cefazolin sodium","MG","1000.0","EACH","1.0"
"65162018810","317541","Oral Tablet","7258","naproxen","MG","250.0","EACH","1.0"
"51079007520","317541","Oral Tablet","82027","hydralazine hydrochloride","MG","25.0","EACH","1.0"
"781305780","1649574","Injection","203148","ondansetron hydrochloride","MG","2.0","ML","1.0"
"10019025012","316949","Injectable Solution","153971","atropine sulfate","MG","0.4","ML","1.0"
"173066400","316968","Oral Solution","221052","abacavir sulfate","MG","20.0","ML","1.0"
"68462035901","317541","Oral Tablet","31448","nabumetone","MG","750.0","EACH","1.0"
"6095128","317541","Oral Tablet","203160","losartan potassium","MG","25.0","EACH","1.0"
"68462038001","316945","Extended Release Oral Tablet","10438","theophylline","MG","400.0","EACH","1.0"
"68084060501","316965","Oral Capsule","227224","fluoxetine hydrochloride","MG","20.0","EACH","1.0"
"904322035","316973","Otic Solution","47686","carbamide peroxide","MG","65.0","ML","1.0"
"904627108","316965","Oral Capsule","1294533","ziprasidone hydrochloride","MG","60.0","EACH","1.0"
"182178989","317541","Oral Tablet","267036","metoclopramide hydrochloride","MG","10.0","EACH","1.0"
"68180061507","316945","Extended Release Oral Tablet","221153","quetiapine fumarate","MG","300.0","EACH","1.0"
"6351936","7670","Ophthalmic Solution","236065","dorzolamide hydrochloride","MG","20.0","ML","1.0"
"78024615","316965","Oral Capsule","3008","cyclosporine","MG","25.0","EACH","1.0"
"904541501","746839","Pack","42790","miconazole nitrate","MG","200.0","EACH","1.0"
"56017075","317541","Oral Tablet","114194","warfarin sodium","MG","2.0","EACH","1.0"
"63323028565","1649574","Injection","236539","ropivacaine hydrochloride","MG","2.0","ML","1.0"
"781707787","11108","Vaginal Gel","6922","metronidazole","MG","0.0075","MG","1.0"
"66689003750","316969","Oral Suspension","7597","nystatin","UNT","100000.0","ML","1.0"
"12496128302","317007","Sublingual Tablet","203841","buprenorphine hydrochloride","MG","2.0","EACH","1.0"
"51079011520","317541","Oral Tablet","1115","trihexyphenidyl hydrochloride","MG","2.0","EACH","1.0"
"68084028101","316945","Extended Release Oral Tablet","2019","carbidopa","MG","25.0","EACH","1.0"
"264310311","1649574","Injection","203171","cefazolin sodium","MG","1000.0","EACH","1.0"
"42192060510","1649574","Injection","10691","tranexamic acid","MG","100.0","ML","1.0"
"61314054701","7670","Ophthalmic Solution","43611","latanoprost","MG","0.05","ML","1.0"
"536108494","7670","Ophthalmic Solution","8570","polyvinyl alcohol","ML","0.014","ML","1.0"
"64764072030","317541","Oral Tablet","1439834","vortioxetine hydrobromide","MG","5.0","EACH","1.0"
"68084057201","316945","Extended Release Oral Tablet","5032","guaifenesin","MG","600.0","EACH","1.0"
"17478010002","7670","Ophthalmic Solution","106029","cyclopentolate hydrochloride","MG","10.0","ML","1.0"
"904629461","317541","Oral Tablet","236991","clopidogrel bisulfate","MG","75.0","EACH","1.0"
"64980015701","316965","Oral Capsule","4018","ergocalciferol","MG","1.25","EACH","1.0"
"54391005009","316965","Oral Capsule","42955","levocarnitine","MG","250.0","EACH","1.0"
"63653133202","317541","Oral Tablet","236991","clopidogrel bisulfate","MG","300.0","EACH","1.0"
"59212042510","317541","Oral Tablet","153971","atropine sulfate","MG","0.0194","EACH","1.0"
"52015008001","317541","Oral Tablet","1111103","fidaxomicin","MG","200.0","EACH","1.0"
"74379902","721656","Prefilled Syringe","327361","adalimumab","MG","50.0","ML","1.0"
"527142636","316968","Oral Solution","82063","oxycodone hydrochloride","MG","20.0","ML","1.0"
"23916332","316964","Ophthalmic Suspension","3008","cyclosporine","MG","0.5","ML","1.0"
"469012599","316965","Oral Capsule","1307298","enzalutamide","MG","40.0","EACH","1.0"
"603385521","316965","Oral Capsule","5487","hydrochlorothiazide","MG","12.5","EACH","1.0"
"74612390","317541","Oral Tablet","8703","fenofibrate","MG","145.0","EACH","1.0"
"42023011410","316949","Injectable Solution","203184","ketamine hydrochloride","MG","50.0","ML","1.0"
"944049301","1649574","Injection","828529","albumin human, USP","MG","250.0","ML","1.0"
"61314003002","7670","Ophthalmic Solution","10600","timolol","MG","5.0","ML","1.0"
"74455211","317541","Oral Tablet","40144","levothyroxine sodium","MG","0.05","EACH","1.0"
"16729004301","316965","Oral Capsule","42316","tacrolimus","MG","5.0","EACH","1.0"
"70121123901","1649574","Injection","3002","cyclophosphamide","MG","1000.0","EACH","1.0"
"85143001","316965","Oral Capsule","37776","temozolomide","MG","180.0","EACH","1.0"
"409477723","1649574","Injection","2551","ciprofloxacin","MG","2.0","ML","1.0"
"60687013901","317541","Oral Tablet","69749","valsartan","MG","160.0","EACH","1.0"
"58177080302","316982","Topical Cream","3435","iodoquinol","MG","10.0","ML","1.0"
"16729008910","317541","Oral Tablet","25025","finasteride","MG","1.0","EACH","1.0"
"378005201","317541","Oral Tablet","8332","pindolol","MG","5.0","EACH","1.0"
"59762171002","317541","Oral Tablet","298869","eplerenone","MG","25.0","EACH","1.0"
"10019004603","316949","Injectable Solution","4278","famotidine","MG","10.0","ML","1.0"
"409798355","1649574","Injection","9863","sodium chloride","MG","9.0","ML","1.0"
"58160082011","1649574","Injection","797752","hepatitis B surface antigen vaccine","MG","0.02","ML","1.0"
"65162035109","317541","Oral Tablet","221161","sildenafil citrate","MG","20.0","EACH","1.0"
"43598043611","317007","Sublingual Tablet","4917","nitroglycerin","MG","0.4","EACH","1.0"
"436094616","316986","Topical Solution","9881","sodium hypochlorite","MG","5.0","ML","1.0"
"39022211","317541","Oral Tablet","25789","glimepiride","MG","2.0","EACH","1.0"
"703204503","1649574","Injection","136561","cisatracurium besylate","MG","10.0","ML","1.0"
"66689032350","316969","Oral Suspension","2002","carbamazepine","MG","20.0","ML","1.0"
"338519741","1649574","Injection","4278","famotidine","MG","0.4","ML","1.0"
"703565601","316949","Injectable Solution","4179","etoposide","MG","20.0","ML","1.0"
"93075601","316965","Oral Capsule","8356","piroxicam","MG","10.0","EACH","1.0"
"69303220","316949","Injectable Solution","142433","doxorubicin hydrochloride","MG","2.0","ML","1.0"
"11704037001","1649574","Injection","236302","hydroxocobalamin acetate","MG","5000.0","EACH","1.0"
"517821025","316949","Injectable Solution","21009","chromic chloride","MG","0.0513","ML","1.0"
"68084007001","317541","Oral Tablet","81981","ciprofloxacin hydrochloride","MG","500.0","EACH","1.0"
"67253020310","316968","Oral Solution","203195","penicillin V potassium","MG","50.0","ML","1.0"
"74141204","316949","Injectable Solution","1808","bumetanide","MG","0.25","ML","1.0"
"93415573","316969","Oral Suspension","723","amoxicillin","MG","50.0","ML","1.0"
"51079087120","317541","Oral Tablet","10156","sucralfate","MG","1000.0","EACH","1.0"
"93414664","346161","Inhalation Solution","237160","levalbuterol hydrochloride","MG","0.21","ML","1.0"
"66658023407","721656","Prefilled Syringe","72435","anakinra","MG","149.0","ML","1.0"
"55513073001","1649574","Injection","993449","denosumab","MG","70.0","ML","1.0"
"47781058468","1649574","Injection","28200","ketorolac tromethamine","MG","30.0","ML","1.0"
"50383077517","316956","Mucous Membrane Topical Solution","142440","lidocaine hydrochloride","MG","20.0","ML","1.0"
"904385561","317541","Oral Tablet","2002","carbamazepine","MG","200.0","EACH","1.0"
"574703412","316978","Rectal Suppository","1191","aspirin","MG","300.0","EACH","1.0"
"338350341","1649574","Injection","203171","cefazolin sodium","MG","1000.0","EACH","1.0"
"264958720","316949","Injectable Solution","314659","heparin sodium, porcine","UNT","100.0","ML","1.0"
"67457016202","316949","Injectable Solution","1370424","tetradecyl hydrogen sulfate (ester)","MG","10.0","ML","1.0"
"51079088220","317541","Oral Tablet","2598","clonazepam","MG","1.0","EACH","1.0"
"51079002420","317541","Oral Tablet","6916","metolazone","MG","5.0","EACH","1.0"
"54868502200","317541","Oral Tablet","20493","cefuroxime axetil","MG","500.0","EACH","1.0"
"904635361","317541","Oral Tablet","82122","levofloxacin","MG","750.0","EACH","1.0"
"66758000802","1649574","Injection","91166","ephedrine sulfate","MG","50.0","ML","1.0"
"8103205","317541","Oral Tablet","35302","sirolimus","MG","2.0","EACH","1.0"
"68180035209","317541","Oral Tablet","155137","sertraline hydrochloride","MG","50.0","EACH","1.0"
"54879000200","317541","Oral Tablet","142435","ethambutol hydrochloride","MG","400.0","EACH","1.0"
"904700061","316965","Oral Capsule","187832","pregabalin","MG","75.0","EACH","1.0"
"50383077111","316969","Oral Suspension","71722","docusate sodium","MG","10.0","ML","1.0"
"24279150","1649574","Injection","261435","sodium ferric gluconate complex","MG","12.5","ML","1.0"
"641611610","1649574","Injection","82100","sulbactam sodium","MG","500.0","EACH","1.0"
"173063535","317541","Oral Tablet","2346","chlorambucil","MG","2.0","EACH","1.0"
"68180055809","317541","Oral Tablet","235759","quinapril hydrochloride","MG","20.0","EACH","1.0"
"55111052701","316965","Oral Capsule","42316","tacrolimus","MG","5.0","EACH","1.0"
"45802092594","346286","Topical Gel","21245","clobetasol propionate","MG","5.0E-4","MG","1.0"
"54372144","316968","Oral Solution","8640","prednisone","MG","5.0","ML","1.0"
"63323050830","1649574","Injection","29561","meropenem","MG","1000.0","EACH","1.0"
"69022001","721656","Prefilled Syringe","82137","dalteparin sodium","UNT","25000.0","ML","1.0"
"10370010103","316945","Extended Release Oral Tablet","203204","bupropion hydrochloride","MG","150.0","EACH","1.0"
"65649030141","317541","Oral Tablet","35619","rifaximin","MG","200.0","EACH","1.0"
"70860010010","1649574","Injection","18631","azithromycin","MG","500.0","EACH","1.0"
"54019713","317541","Oral Tablet","68099","famciclovir","MG","250.0","EACH","1.0"
"338001602","316949","Injectable Solution","4850","glucose","MG","50.0","ML","1.0"
"904608261","317541","Oral Tablet","221183","zolpidem tartrate","MG","5.0","EACH","1.0"
"456261490","316943","Extended Release Oral Capsule","203211","diltiazem hydrochloride","MG","240.0","EACH","1.0"
"49281075221","316949","Injectable Solution","8948","purified protein derivative of tuberculin","UNT","50.0","ML","1.0"
"89081521","721654","Metered Dose Inhaler","221142","pirbuterol acetate","MG","0.2","ACTUAT","1.0"
"65026025","7670","Ophthalmic Solution","283809","travoprost","MG","0.04","ML","1.0"
"406575562","317541","Oral Tablet","218337","methadone hydrochloride","MG","5.0","EACH","1.0"
"121481000","316969","Oral Suspension","7597","nystatin","UNT","100000.0","ML","1.0"
"75245101","1649574","Injection","42634","desmopressin acetate","MG","0.004","ML","1.0"
"67434504","316987","Transdermal System","9601","scopolamine","MG","0.0139","HR","1.0"
"50383081016","316969","Oral Suspension","281","acyclovir","MG","40.0","ML","1.0"
"54569265700","7670","Ophthalmic Solution","82054","naphazoline hydrochloride","MG","1.0","ML","1.0"
"63739068410","317541","Oral Tablet","5640","ibuprofen","MG","600.0","EACH","1.0"
"62584089701","317541","Oral Tablet","4511","folic acid","MG","1.0","EACH","1.0"
"66689006310","316968","Oral Solution","153971","atropine sulfate","MG","0.00388","ML","1.0"
"74434113","317541","Oral Tablet","40144","levothyroxine sodium","MG","0.025","EACH","1.0"
"327001105","152903","Irrigation Solution","21183","citric acid","MG","66.0","ML","1.0"
"264190955","316949","Injectable Solution","10524","threonine","MG","4.0","ML","1.0"
"264780020","1649574","Injection","9863","sodium chloride","MG","9.0","ML","1.0"
"536510597","316983","Topical Lotion","5492","hydrocortisone","MG","10.0","ML","1.0"
"74621211","10312","Delayed Release Oral Tablet","266856","divalproex sodium","MG","125.0","EACH","1.0"
"53746027101","317541","Oral Tablet","10180","sulfamethoxazole","MG","400.0","EACH","1.0"
"60505056701","7670","Ophthalmic Solution","236065","dorzolamide hydrochloride","MG","20.0","ML","1.0"
"78069899","316965","Oral Capsule","1919083","midostaurin","MG","25.0","EACH","1.0"
"781320995","1649574","Injection","203172","ceftriaxone sodium","MG","2000.0","EACH","1.0"
"63653133203","317541","Oral Tablet","236991","clopidogrel bisulfate","MG","300.0","EACH","1.0"
"42367052025","316949","Injectable Solution","1114693","bendamustine hydrochloride","MG","25.0","ML","1.0"
"45963046003","316995","Delayed Release Oral Capsule","17128","lansoprazole","MG","15.0","EACH","1.0"
"24208050510","7670","Ophthalmic Solution","227212","levobunolol hydrochloride","MG","5.0","ML","1.0"
"173093356","317541","Oral Tablet","236081","valacyclovir hydrochloride","MG","500.0","EACH","1.0"
"10019005561","1649574","Injection","203222","esmolol hydrochloride","MG","10.0","ML","1.0"
"75062430","721656","Prefilled Syringe","221095","enoxaparin sodium","MG","100.0","ML","1.0"
"45963062151","1649574","Injection","25102","fludarabine phosphate","MG","25.0","ML","1.0"
"68084044901","316965","Oral Capsule","42316","tacrolimus","MG","0.5","EACH","1.0"
"904663861","317541","Oral Tablet","221153","quetiapine fumarate","MG","25.0","EACH","1.0"
"85171603","316945","Extended Release Oral Tablet","7417","nifedipine","MG","60.0","EACH","1.0"
"781328909","1649574","Injection","797272","clindamycin phosphate","MG","12.0","ML","1.0"
"60505100301","7670","Ophthalmic Solution","28200","ketorolac tromethamine","MG","5.0","ML","1.0"
"904656561","317541","Oral Tablet","236081","valacyclovir hydrochloride","MG","500.0","EACH","1.0"
"70860065110","316949","Injectable Solution","32521","rocuronium bromide","MG","10.0","ML","1.0"
"50580029304","316968","Oral Solution","82038","loperamide hydrochloride","MG","0.2","ML","1.0"
"574402235","91344","Ophthalmic Ointment","1291","bacitracin","UNT","0.5","MG","1.0"
"54868095101","316982","Topical Cream","4492","fluorouracil","MG","50.0","ML","1.0"
"85124803","316965","Oral Capsule","37776","temozolomide","MG","5.0","EACH","1.0"
"63459041630","317541","Oral Tablet","236875","tiagabine hydrochloride","MG","16.0","EACH","1.0"
"69258903","1649574","Injection","66955","vancomycin hydrochloride","MG","1000.0","EACH","1.0"
"904626908","316965","Oral Capsule","1294533","ziprasidone hydrochloride","MG","20.0","EACH","1.0"
"10019055304","316987","Transdermal System","9601","scopolamine","MG","0.0139","HR","1.0"
"4026129","316969","Oral Suspension","68149","mycophenolate mofetil","MG","200.0","ML","1.0"
"781627043","316969","Oral Suspension","32624","oxcarbazepine","MG","60.0","ML","1.0"
"300366301","721656","Prefilled Syringe","203217","leuprolide acetate","MG","7.5","ML","1.0"
"61703041818","1649574","Injection","11246","vitamin A","UNT","50000.0","ML","1.0"
"63323096520","1649574","Injection","8591","potassium chloride","MEQ","2.0","ML","1.0"
"74706811","317541","Oral Tablet","40144","levothyroxine sodium","MG","0.125","EACH","1.0"
"62559015901","317541","Oral Tablet","203143","fluvoxamine maleate","MG","50.0","EACH","1.0"
"338358048","1649574","Injection","66955","vancomycin hydrochloride","MG","5.0","ML","1.0"
"54162055007","316983","Topical Lotion","1952","camphor","MG","5.0","ML","1.0"
"904056060","317541","Oral Tablet","8691","primidone","MG","250.0","EACH","1.0"
"51079049820","317541","Oral Tablet","28439","lamotrigine","MG","25.0","EACH","1.0"
"31670972","1649574","Injection","267036","metoclopramide hydrochloride","MG","5.0","ML","1.0"
"49884067901","316945","Extended Release Oral Tablet","7417","nifedipine","MG","90.0","EACH","1.0"
"62756051344","316968","Oral Solution","114477","levetiracetam","MG","100.0","ML","1.0"
"23918703","7670","Ophthalmic Solution","283810","bimatoprost","MG","0.3","ML","1.0"
"68084008201","317541","Oral Tablet","6058","isosorbide dinitrate","MG","10.0","EACH","1.0"
"409405201","1649574","Injection","797272","clindamycin phosphate","MG","150.0","ML","1.0"
"172364910","317541","Oral Tablet","4821","glipizide","MG","5.0","EACH","1.0"
"29485121","317541","Oral Tablet","31448","nabumetone","MG","500.0","EACH","1.0"
"37205036374","316987","Transdermal System","7407","nicotine","MG","0.292","HR","1.0"
"51079088620","317541","Oral Tablet","267036","metoclopramide hydrochloride","MG","5.0","EACH","1.0"
"60687035601","317541","Oral Tablet","18927","benztropine mesylate","MG","0.5","EACH","1.0"
"27808008601","316946","Extended Release Suspension","221074","chlorpheniramine polistirex","MG","1.6","ML","1.0"
"61703040841","1649574","Injection","287734","methotrexate sodium","MG","25.0","ML","1.0"
"68084038801","317541","Oral Tablet","18927","benztropine mesylate","MG","1.0","EACH","1.0"
"51079045120","317541","Oral Tablet","104416","amlodipine besylate","MG","5.0","EACH","1.0"
"59676027801","317541","Oral Tablet","1102287","rilpivirine hydrochloride","MG","25.0","EACH","1.0"
"173038237","316949","Injectable Solution","2191","ceftazidime","MG","200.0","ML","1.0"
"68084018901","317541","Oral Tablet","221183","zolpidem tartrate","MG","5.0","EACH","1.0"
"51079089520","317541","Oral Tablet","142445","promethazine hydrochloride","MG","25.0","EACH","1.0"
"51079034820","316965","Oral Capsule","7454","nitrofurantoin","MG","75.0","EACH","1.0"
"68180028201","316969","Oral Suspension","60212","atovaquone","MG","150.0","ML","1.0"
"76439030910","317007","Sublingual Tablet","1225","hyoscyamine sulfate","MG","0.125","EACH","1.0"
"65597010310","317541","Oral Tablet","118463","olmesartan medoxomil","MG","20.0","EACH","1.0"
"87565041","1797831","Metered Dose Nasal Spray","203170","butorphanol tartrate","MG","1.0","ACTUAT","1.0"
"51079089120","317541","Oral Tablet","1808","bumetanide","MG","0.5","EACH","1.0"
"9001103","1649574","Injection","5492","hydrocortisone","MG","100.0","EACH","1.0"
"67033062","316969","Oral Suspension","612","aluminum hydroxide","MG","40.0","ML","1.0"
"3089431","317541","Oral Tablet","1364430","apixaban","MG","5.0","EACH","1.0"
"51672130406","11103","Vaginal Cream","37806","terconazole","MG","4.0","ML","1.0"
"25021015899","316949","Injectable Solution","66955","vancomycin hydrochloride","MG","100.0","ML","1.0"
"173069504","744995","Dry Powder Inhaler","72616","salmeterol xinafoate","MCG","50.0","ACTUAT","1.0"
"78032705","317541","Oral Tablet","60307","entacapone","MG","200.0","EACH","1.0"
"11917005935","316965","Oral Capsule","42955","levocarnitine","MG","500.0","EACH","1.0"
"49452475003","316968","Oral Solution","6972","mineral oil","MG","1000.0","ML","1.0"
"904762331","316982","Topical Cream","27197","hydrocortisone acetate","MG","10.0","ML","1.0"
"132007912","316978","Rectal Suppository","4910","glycerin","MG","2000.0","EACH","1.0"
"11980018005","316964","Ophthalmic Suspension","34372","prednisolone acetate","MG","10.0","ML","1.0"
"338080704","1649574","Injection","4850","glucose","MG","50.0","ML","1.0"
"4081095","316969","Oral Suspension","260101","oseltamivir","MG","12.0","ML","1.0"
"24987036210","316949","Injectable Solution","203136","ranitidine hydrochloride","MG","25.0","ML","1.0"
"597018461","317541","Oral Tablet","236747","pramipexole dihydrochloride","MG","0.25","EACH","1.0"
"60687023401","317541","Oral Tablet","323828","rosuvastatin calcium","MG","5.0","EACH","1.0"
"52604510001","317541","Oral Tablet","40144","levothyroxine sodium","MG","0.1","EACH","1.0"
"904561061","317541","Oral Tablet","203123","enalapril maleate","MG","10.0","EACH","1.0"
"68084038101","317541","Oral Tablet","18927","benztropine mesylate","MG","0.5","EACH","1.0"
"68084047901","316965","Oral Capsule","214342","calcium acetate","MG","667.0","EACH","1.0"
"25172003","317541","Oral Tablet","298869","eplerenone","MG","50.0","EACH","1.0"
"50474080203","316987","Transdermal System","616739","rotigotine","MG","0.0833","HR","1.0"
"68084011101","316945","Extended Release Oral Tablet","4821","glipizide","MG","5.0","EACH","1.0"
"60687023101","317541","Oral Tablet","155137","sertraline hydrochloride","MG","25.0","EACH","1.0"
"378001805","317541","Oral Tablet","203191","metoprolol tartrate","MG","25.0","EACH","1.0"
"10006070034","316965","Oral Capsule","11256","vitamin E","MG","180.0","EACH","1.0"
"17478029111","7670","Ophthalmic Solution","3538","cromolyn sodium","MG","40.0","ML","1.0"
"143972905","1649574","Injection","18927","benztropine mesylate","MG","1.0","ML","1.0"
"409793009","1649574","Injection","4850","glucose","MG","100.0","ML","1.0"
"64980013101","317541","Oral Tablet","4955","glycopyrrolate","MG","1.0","EACH","1.0"
"24208075006","7670","Ophthalmic Solution","153971","atropine sulfate","MG","10.0","ML","1.0"
"45963041806","316945","Extended Release Oral Tablet","35829","ranolazine","MG","500.0","EACH","1.0"
"904648561","317541","Oral Tablet","29046","lisinopril","MG","10.0","EACH","1.0"
"409403101","1649574","Injection","6628","mannitol","MG","250.0","ML","1.0"
"186108839","316945","Extended Release Oral Tablet","221124","metoprolol succinate","MG","25.0","EACH","1.0"
"51079054120","317541","Oral Tablet","8706","prochlorperazine maleate","MG","5.0","EACH","1.0"
"60267031110","1649574","Injection","9894","sodium nitrite","MG","30.0","ML","1.0"
"24582411","1649574","Injection","996051","cabazitaxel","MG","40.0","ML","1.0"
"49884086902","316965","Oral Capsule","10402","dronabinol","MG","10.0","EACH","1.0"
"182116189","317541","Oral Tablet","4603","furosemide","MG","40.0","EACH","1.0"
"51285075402","316943","Extended Release Oral Capsule","167","acetazolamide","MG","500.0","EACH","1.0"
"228262011","317541","Oral Tablet","28004","isosorbide mononitrate","MG","20.0","EACH","1.0"
"69315030802","7670","Ophthalmic Solution","81981","ciprofloxacin hydrochloride","MG","3.0","ML","1.0"
"2767801","1649574","Injection","1535922","ramucirumab","MG","10.0","ML","1.0"
"62856038901","1649574","Injection","1045452","eribulin mesylate","MG","0.5","ML","1.0"
"67457022102","1649574","Injection","287734","methotrexate sodium","MG","25.0","ML","1.0"
"49398041","316965","Oral Capsule","1294533","ziprasidone hydrochloride","MG","60.0","EACH","1.0"
"59762024603","317541","Oral Tablet","236559","donepezil hydrochloride","MG","10.0","EACH","1.0"
"17478050305","1649574","Injection","448","ethanol","ML","0.98","ML","1.0"
"49702020718","317541","Oral Tablet","402365","fosamprenavir calcium","MG","700.0","EACH","1.0"
"6473900","316949","Injectable Solution","854930","Streptococcus pneumoniae type 1 capsular polysaccharide antigen","MG","0.05","ML","1.0"
"51079086320","317541","Oral Tablet","1998","captopril","MG","12.5","EACH","1.0"
"6499541","1649574","Injection","797752","hepatitis B surface antigen vaccine","MG","0.01","ML","1.0"
"10006070033","317541","Oral Tablet","2418","cholecalciferol","MG","0.025","EACH","1.0"
"68462015740","316942","Disintegrating Oral Tablet","26225","ondansetron","MG","4.0","EACH","1.0"
"60505011400","316965","Oral Capsule","25480","gabapentin","MG","400.0","EACH","1.0"
"42702010215","7670","Ophthalmic Solution","8164","phenylephrine hydrochloride","MG","25.0","ML","1.0"
"51079077420","317541","Oral Tablet","235830","paroxetine hydrochloride","MG","20.0","EACH","1.0"
"409419701","316949","Injectable Solution","797272","clindamycin phosphate","MG","150.0","ML","1.0"
"66591080030","316968","Oral Solution","11256","vitamin E","MG","22.6","ML","1.0"
"172443510","316945","Extended Release Oral Tablet","235743","metformin hydrochloride","MG","500.0","EACH","1.0"
"21695000230","317541","Oral Tablet","89013","aripiprazole","MG","5.0","EACH","1.0"
